character,pinyin,pinyin_plain,pinyin_initial,definition_en,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
突,tū,tu,T,to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2],Actions,Top 600,HSK3 Expansion,316.0,1106693.0,582.9846649989418,68.54991089870883,2280.0,4124.0,True,True,True,"3500, 7000, corpus"
图,tú,tu,T,diagram; picture; drawing; chart; map; CL:張|张[zhang1]; to plan; to scheme; to attempt; to pursue; to seek,Actions,Top 1200,General 3500,708.0,457307.0,240.90056429079343,83.30935426962661,625.0,985.0,True,True,True,"3500, 7000, corpus"
土,tǔ,tu,T,Tu (ethnic group); surname Tu,General Reference,Top 1200,General 3500,781.0,402279.0,211.91286838455585,84.97568637778362,629.0,994.0,True,True,True,"3500, 7000, corpus"
徒,tú,tu,T,surname Tu,General Reference,Top 1200,General 3500,1147.0,228560.0,120.40102813712397,90.85378878635933,1042.0,1733.0,True,True,True,"3500, 7000, corpus"
吐,tǔ,tu,T,"to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances)",Actions,Top 2500,General 3500,1205.0,212473.0,111.92670481002423,91.52336478984016,476.0,667.0,True,True,True,"3500, 7000, corpus"
途,tú,tu,T,way; route; road,Places & Movement,Top 2500,General 3500,1423.0,158599.0,83.54691398984829,93.62906656764027,3129.0,5918.0,True,True,True,"3500, 7000, corpus"
涂,tú,tu,T,to apply (paint etc); to smear; to daub; to blot out; to scribble; to scrawl; (literary) mud; street,Actions,Top 2500,General 3500,1701.0,108136.0,56.963972605162915,95.55639498081966,1791.0,3040.0,True,True,True,"3500, 7000, corpus"
屠,tú,tu,T,surname Tu,General Reference,Top 2500,General 3500,1988.0,74112.0,39.040781402251184,96.92404593642695,896.0,1461.0,True,True,True,"3500, 7000, corpus"
兔,tù,tu,T,rabbit,General Reference,Top 2500,General 3500,2118.0,65122.0,34.305021676346634,97.40012158944583,233.0,350.0,True,True,True,"3500, 7000, corpus"
秃,tū,tu,T,bald (lacking hair or feathers); barren; bare; denuded; blunt (lacking a point); (of a piece of writing) unsatisfactory; lacking something,Actions,Top 3500+,General 3500,2594.0,34762.0,18.311955460722363,98.60497919779367,2242.0,4069.0,True,True,True,"3500, 7000, corpus"
凸,tū,tu,T,to stick out; protruding; convex; male (connector etc); Taiwan pr. [tu2],Actions,Top 3500+,General 3500,2923.0,22455.0,11.828863698018544,99.09547057716755,293.0,423.0,True,True,True,"3500, 7000, corpus"
团,tuán,tuan,T,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)",Actions,Top 600,HSK3 Expansion,497.0,701923.0,369.7595855490657,77.04145911633377,617.0,974.0,True,True,True,"3500, 7000, corpus"
推,tuī,tui,T,to push; to cut; to refuse; to reject; to decline; to shirk (responsibility); to put off; to delay; to push forward; to nominate; to elect; massage,Actions,Top 1200,General 3500,660.0,497295.0,261.9654764064187,82.09942455198845,1315.0,2163.0,True,True,True,"3500, 7000, corpus"
退,tuì,tui,T,to retreat; to withdraw; to reject; to return (sth); to decline,Places & Movement,Top 1200,General 3500,662.0,494368.0,260.4235888961048,82.15157243079004,3119.0,5903.0,True,True,True,"3500, 7000, corpus"
腿,tuǐ,tui,T,leg; CL:條|条[tiao2],General Reference,Top 1200,General 3500,994.0,280952.0,148.0001297566558,88.81528254000814,2578.0,4721.0,True,True,True,"3500, 7000, corpus"
颓,tuí,tui,T,to crumble; to collapse; to decline; to decay; decadent; dejected; dispirited; balding,Actions,Top 3500+,General 3500,2866.0,24497.0,12.904550167462048,99.02506584418079,3385.0,6569.0,True,True,True,"3500, 7000, corpus"
褪,tuì,tui,T,"to take off (clothes); to shed (feathers); (of color) to fade; (fig.) (of emotions, awareness etc) to fade; Taiwan pr. [tun4]",Actions,Top 3500+,General 3500,3301.0,13537.0,7.1310321923882,99.45177233463583,2854.0,5391.0,True,True,True,"3500, 7000, corpus"
蜕,tuì,tui,T,skin cast off during molting; exuvia; to pupate; to molt; to slough; to cast off an old skin or shell,Actions,Top 3500+,General 7000,3993.0,5742.0,3.0247755668680685,99.78191441912212,2789.0,5231.0,True,True,True,"3500, 7000, corpus"
吞,tūn,tun,T,to swallow; to take,Actions,Top 2500,General 3500,1588.0,125696.0,66.21424410537247,94.86137261828826,483.0,674.0,True,True,True,"3500, 7000, corpus"
屯,tún,tun,T,to station (soldiers); to store up; village,Places & Movement,Top 3500+,General 3500,3054.0,19049.0,10.03464816671366,99.23840865914775,899.0,1466.0,True,True,True,"3500, 7000, corpus"
臀,tún,tun,T,buttocks; hips; rump,General Reference,Top 3500+,General 3500,3077.0,18687.0,9.84395350366834,99.26126826089747,2588.0,4739.0,True,True,True,"3500, 7000, corpus"
脱,tuō,tuo,T,to shed; to take off; to escape; to get away from,Actions,Top 1200,General 3500,837.0,375299.0,197.7003213984708,86.12076126194472,2562.0,4688.0,True,True,True,"3500, 7000, corpus"
托,tuō,tuo,T,"to hold up in one's hand; to support with one's palm; sth serving as a support: a prop, a rest (e.g. arm rest); (bound form) a shill; torr (unit of pressure)",Actions,Top 1200,General 3500,1034.0,267516.0,140.9223024288189,89.39311139024163,1183.0,1995.0,True,True,True,"3500, 7000, corpus"
拖,tuō,tuo,T,to drag; to tow; to trail; to hang down; to mop (the floor); to delay; to drag on,Actions,Top 2500,General 3500,1398.0,163823.0,86.2988170830769,93.41755937317838,1236.0,2062.0,True,True,True,"3500, 7000, corpus"
妥,tuǒ,tuo,T,suitable; adequate; ready; settled,Actions,Top 2500,General 3500,2076.0,67901.0,35.768945622763624,97.25309874349821,754.0,1220.0,True,True,True,"3500, 7000, corpus"
拓,tuò,tuo,T,surname Tuo,General Reference,Top 2500,General 3500,2139.0,63143.0,33.26252239964306,97.47108713331181,1234.0,2060.0,True,True,True,"3500, 7000, corpus"
驼,tuó,tuo,T,hump or hunchbacked; camel,General Reference,Top 3500+,General 3500,2775.0,27386.0,14.426420005964633,98.90081599721326,3429.0,6673.0,True,True,True,"3500, 7000, corpus"
唾,tuò,tuo,T,saliva; to spit,Actions,Top 3500+,General 3500,2926.0,22408.0,11.80410499867288,99.09901349436582,565.0,822.0,True,True,True,"3500, 7000, corpus"
驮,tuó,tuo,T,load carried by a pack animal,General Reference,Top 3500+,General 7000,3798.0,7367.0,3.880794427223452,99.71490236543895,3420.0,6660.0,True,True,True,"3500, 7000, corpus"
椭,tuǒ,tuo,T,ellipse,General Reference,Top 3500+,General 7000,4210.0,4309.0,2.269898627243906,99.83921168596301,1617.0,2673.0,True,True,True,"3500, 7000, corpus"
鸵,tuó,tuo,T,ostrich,General Reference,Top 3500+,General 7000,4754.0,1914.0,1.0082585222893563,99.92430933738126,3471.0,6869.0,True,True,True,"3500, 7000, corpus"
瓦,wǎ,wa,W,roof tile; abbr. for 瓦特[wa3 te4],General Reference,Top 2500,General 3500,1700.0,108370.0,57.08723932105409,95.55069858355914,2041.0,3626.0,True,True,True,"3500, 7000, corpus"
娃,wá,wa,W,baby; doll,Actions,Top 2500,General 3500,1708.0,107391.0,56.5715208814923,95.59612226300887,772.0,1254.0,True,True,True,"3500, 7000, corpus"
挖,wā,wa,W,to dig; to excavate; to scoop out,Actions,Top 2500,General 3500,1976.0,75265.0,39.64815970747565,96.87689583813965,1266.0,2098.0,True,True,True,"3500, 7000, corpus"
袜,wà,wa,W,socks; stockings,General Reference,Top 3500+,General 3500,3103.0,18039.0,9.50259952120047,99.28649273985934,2836.0,5346.0,True,True,True,"3500, 7000, corpus"
蛙,wā,wa,W,frog; CL:隻|只[zhi1],General Reference,Top 3500+,General 3500,3188.0,16283.0,8.577572371179514,99.36305006231154,2778.0,5204.0,True,True,True,"3500, 7000, corpus"
洼,wā,wa,W,depression; low-lying area; low-lying; sunken,General Reference,Top 3500+,General 7000,3514.0,10233.0,5.390548306471778,99.58419997999728,1771.0,3002.0,True,True,True,"3500, 7000, corpus"
外,wài,wai,W,outside; in addition; foreign; external,Places & Movement,Top 300,HSK2 Expansion,160.0,2234449.0,1177.0649147706006,56.007512126521156,708.0,1155.0,True,True,True,"3500, 7000, corpus"
歪,wāi,wai,W,askew; at a crooked angle; devious; noxious; (coll.) to lie on one's side,Actions,Top 2500,General 3500,1950.0,78305.0,41.24957345238665,96.77188155147458,1668.0,2786.0,True,True,True,"3500, 7000, corpus"
完,wán,wan,W,to finish; to be over; whole; complete; entire,Actions,Top 300,HSK2 Expansion,218.0,1623350.0,855.1496719740994,61.72025355268102,817.0,1361.0,True,True,True,"3500, 7000, corpus"
万,wàn,wan,W,used in 万俟[Mo4 qi2],Numbers & Measures,Top 300,HSK2 Expansion,294.0,1201402.0,632.875551303802,67.20674255661045,4.0,4.0,True,True,True,"3500, 7000, corpus"
晚,wǎn,wan,W,evening; night; late,Time,Top 600,HSK3 Expansion,396.0,904532.0,476.4901241815235,72.78252523203822,1460.0,2402.0,True,True,True,"3500, 7000, corpus"
玩,wán,wan,W,to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique (Taiwan pr. [wan4]); to keep sth for entertainment,Actions,Top 600,HSK3 Expansion,522.0,658958.0,347.1264468812694,77.93509755607089,2012.0,3528.0,True,True,True,"3500, 7000, corpus"
弯,wān,wan,W,to bend; bent; a bend; a turn (in a road etc); CL:道[dao4],Places & Movement,Top 2500,General 3500,1566.0,130605.0,68.80021123490144,94.71312479618196,1016.0,1694.0,True,True,True,"3500, 7000, corpus"
碗,wǎn,wan,W,"bowl; cup; CL:隻|只[zhi1],個|个[ge4]",General Reference,Top 2500,General 3500,1649.0,116150.0,61.1855942340171,95.24865330322724,2204.0,3979.0,True,True,True,"3500, 7000, corpus"
湾,wān,wan,W,bay; gulf; to cast anchor; to moor (a boat),Actions,Top 2500,General 3500,1702.0,107989.0,56.88653582210308,95.56208363440187,1842.0,3138.0,True,True,True,"3500, 7000, corpus"
婉,wǎn,wan,W,graceful; tactful,General Reference,Top 2500,General 3500,1938.0,80016.0,42.15089546473622,96.72177647608133,781.0,1278.0,True,True,True,"3500, 7000, corpus"
挽,wǎn,wan,W,to pull; to draw (a cart or a bow); to roll up; to coil; to carry on the arm; to lament the dead; (fig.) to pull against; to recover,Actions,Top 2500,General 3500,2057.0,69193.0,36.449546464350796,97.18461660253274,1279.0,2118.0,True,True,True,"3500, 7000, corpus"
腕,wàn,wan,W,"wrist; (squid, starfish etc) arm",General Reference,Top 2500,General 3500,2177.0,60083.0,31.65057303798923,97.59397540984962,2570.0,4703.0,True,True,True,"3500, 7000, corpus"
宛,wǎn,wan,W,surname Wan,General Reference,Top 2500,General 3500,2192.0,58603.0,30.870937399019404,97.64071488247437,823.0,1369.0,True,True,True,"3500, 7000, corpus"
顽,wán,wan,W,mischievous; obstinate; to play; stupid; stubborn; naughty,Actions,Top 2500,General 3500,2376.0,45970.0,24.21611508340737,98.14291949715248,3373.0,6549.0,True,True,True,"3500, 7000, corpus"
丸,wán,wan,W,ball; pellet; pill,General Reference,Top 2500,General 3500,2483.0,40281.0,21.219258900907814,98.38613162843477,31.0,34.0,True,True,True,"3500, 7000, corpus"
惋,wǎn,wan,W,to sigh in regret or pity; Taiwan pr. [wan4],Actions,Top 3500+,General 3500,3294.0,13737.0,7.236388359816555,99.44673472949025,1115.0,1874.0,True,True,True,"3500, 7000, corpus"
豌,wān,wan,W,used in 豌豆[wan1 dou4],Actions,Top 3500+,General 7000,4941.0,1436.0,0.756457282135588,99.9406357505108,2954.0,5592.0,True,True,True,"3500, 7000, corpus"
王,wáng,wang,W,surname Wang,General Reference,Top 300,HSK2 Expansion,187.0,1891711.0,996.5171042103033,58.88961763749894,2009.0,3515.0,True,True,True,"3500, 7000, corpus"
望,wàng,wang,W,full moon; to hope; to expect; to visit; to gaze (into the distance); to look towards; towards,Actions,Top 300,HSK2 Expansion,216.0,1623939.0,855.459945887176,61.54920533899115,1491.0,2460.0,True,True,True,"3500, 7000, corpus"
往,wǎng,wang,W,to go (in a direction); to; towards; (of a train) bound for; past; previous,Places & Movement,Top 600,HSK3 Expansion,310.0,1143435.0,602.3396465172048,68.19433030420653,1034.0,1722.0,True,True,True,"3500, 7000, corpus"
忘,wàng,wang,W,to forget; to overlook; to neglect,Actions,Top 1200,General 3500,743.0,433906.0,228.57336592083877,84.13577610668143,1057.0,1760.0,True,True,True,"3500, 7000, corpus"
网,wǎng,wang,W,net; web; network; to net; to catch with a net,Business & Work,Top 1200,General 3500,951.0,303788.0,160.02969695362535,88.15123931565975,2457.0,4483.0,True,True,True,"3500, 7000, corpus"
亡,wáng,wang,W,to die; to lose; to be gone; to flee; deceased,Places & Movement,Top 1200,General 3500,990.0,286000.0,150.65931942254747,88.75594336528637,76.0,86.0,True,True,True,"3500, 7000, corpus"
汪,wāng,wang,W,surname Wang,General Reference,Top 2500,General 3500,1811.0,95118.0,50.1063396672513,96.14511012579929,1716.0,2889.0,True,True,True,"3500, 7000, corpus"
妄,wàng,wang,W,absurd; fantastic; presumptuous; rash,General Reference,Top 2500,General 3500,2218.0,56997.0,30.024927374569717,97.7199265482088,746.0,1206.0,True,True,True,"3500, 7000, corpus"
旺,wàng,wang,W,prosperous; flourishing; (of flowers) blooming; (of fire) roaring,General Reference,Top 2500,General 3500,2277.0,51739.0,27.255113732878268,97.88826689768344,1435.0,2361.0,True,True,True,"3500, 7000, corpus"
枉,wǎng,wang,W,to twist; crooked; unjust; in vain,Actions,Top 3500+,General 3500,2574.0,35783.0,18.849798695444115,98.56782176324036,1529.0,2511.0,True,True,True,"3500, 7000, corpus"
为,wèi,wei,W,as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice),Question & Function,Top 100,Zero Beginner,38.0,7309300.0,3850.3991729203717,31.35782601889185,33.0,36.0,True,True,True,"3500, 7000, corpus"
位,wèi,wei,W,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential,People & Pronouns,Top 300,HSK2 Expansion,208.0,1682896.0,886.5173637025437,60.85413640903379,142.0,180.0,True,True,True,"3500, 7000, corpus"
微,wēi,wei,W,surname Wei; ancient Chinese state near present-day Chongqing; Taiwan pr. [Wei2],Time,Top 600,HSK3 Expansion,332.0,1082510.0,570.2455240143423,69.4716500407786,1048.0,1743.0,True,True,True,"3500, 7000, corpus"
未,wèi,wei,W,"not yet; did not; have not; not; 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep; ancient Chinese compass point: 210°",Time,Top 600,HSK3 Expansion,464.0,758953.0,399.8018966912611,75.77621667330247,1496.0,2465.0,True,True,True,"3500, 7000, corpus"
围,wéi,wei,W,surname Wei,General Reference,Top 600,HSK3 Expansion,521.0,659219.0,347.2639366797634,77.90038491138276,622.0,980.0,True,True,True,"3500, 7000, corpus"
卫,wèi,wei,W,"surname Wei; vassal state during the Zhou Dynasty (1066–221 BC), located in present-day Henan and Hebei Provinces",Time,Top 1200,General 3500,648.0,504141.0,265.5718180174913,81.78230433176205,405.0,580.0,True,True,True,"3500, 7000, corpus"
威,wēi,wei,W,power; might; prestige,General Reference,Top 1200,General 3500,650.0,503918.0,265.45434589080867,81.83539762413206,771.0,1253.0,True,True,True,"3500, 7000, corpus"
味,wèi,wei,W,taste; smell; (fig.) (noun suffix) feel; quality; sense; (TCM) classifier for ingredients of a medicine prescription,Numbers & Measures,Top 1200,General 3500,663.0,493741.0,260.0932973112169,82.17758176052116,513.0,719.0,True,True,True,"3500, 7000, corpus"
维,wéi,wei,W,abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]; surname Wei,General Reference,Top 1200,General 3500,847.0,369458.0,194.6233945287257,86.31677267130121,2429.0,4415.0,True,True,True,"3500, 7000, corpus"
危,wēi,wei,W,surname Wei,General Reference,Top 1200,General 3500,998.0,279881.0,147.43594748007698,88.87433588344766,407.0,584.0,True,True,True,"3500, 7000, corpus"
委,wěi,wei,W,surname Wei,General Reference,Top 1200,General 3500,1012.0,274305.0,144.49861753217445,89.07894741139518,764.0,1238.0,True,True,True,"3500, 7000, corpus"
伟,wěi,wei,W,big; large; great,Actions,Top 1200,General 3500,1097.0,242973.0,127.99352034284837,90.23190104046897,128.0,160.0,True,True,True,"3500, 7000, corpus"
谓,wèi,wei,W,surname Wei,General Reference,Top 1200,General 3500,1125.0,235703.0,124.16382365682766,90.58442219722531,2939.0,5553.0,True,True,True,"3500, 7000, corpus"
唯,wéi,wei,W,"only; alone; -ism (in Chinese, a prefix, often combined with a suffix such as 主義|主义[zhu3 yi4] or 論|论[lun4], e.g. 唯理論|唯理论[wei2 li3 lun4], rationalism)",Numbers & Measures,Top 1200,General 3500,1183.0,217658.0,114.65806345060433,91.27511141862455,563.0,817.0,True,True,True,"3500, 7000, corpus"
慰,wèi,wei,W,to comfort; to console; to reassure,Actions,Top 2500,General 3500,1410.0,160488.0,84.54200299120909,93.51971113277439,1148.0,1928.0,True,True,True,"3500, 7000, corpus"
尾,wěi,wei,W,tail; remainder; remnant; extremity; sixth of the 28 constellations; classifier for fish,Numbers & Measures,Top 2500,General 3500,1465.0,148960.0,78.46927350063872,93.96870018925023,881.0,1443.0,True,True,True,"3500, 7000, corpus"
喂,wèi,wei,W,hello (when answering the phone),Numbers & Measures,Top 2500,General 3500,1475.0,148044.0,77.98674225381684,94.04687104140662,577.0,854.0,True,True,True,"3500, 7000, corpus"
魏,wèi,wei,W,"surname Wei; name of a vassal state of the Zhou dynasty from 661 BC in Shanxi, one of the Seven Hero Warring States; Wei state, founded by Cao Cao 曹操[Cao2 Cao1], one of the Three Kingdoms after the Han dynasty; the Wei dynasty 221–265; Wei Prefecture or Wei County at various times in history",Time,Top 2500,General 3500,1619.0,120376.0,63.411770051778234,95.0618340614446,3450.0,6756.0,True,True,True,"3500, 7000, corpus"
薇,wēi,wei,W,"Osmunda regalis, a species of fern; Taiwan pr. [wei2]",General Reference,Top 2500,General 3500,1736.0,104428.0,55.010669261041215,95.75251690879578,2739.0,5116.0,True,True,True,"3500, 7000, corpus"
违,wéi,wei,W,to disobey; to violate; to separate; to go against,Places & Movement,Top 2500,General 3500,1897.0,83636.0,44.05784209518944,96.54502264646631,3111.0,5885.0,True,True,True,"3500, 7000, corpus"
畏,wèi,wei,W,to fear,Actions,Top 2500,General 3500,2035.0,70481.0,37.1280401825894,97.10363943082267,2063.0,3667.0,True,True,True,"3500, 7000, corpus"
