character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
椫,shàn,shan,S,(wood),,General Reference,Top 3500+,Corpus/General Extension,10575.0,6.0,0.003160685022850646,99.99947127007518,,,False,False,True,corpus
紳,shēn,shen,S,,,General Reference,Top 3500+,Corpus/General Extension,10576.0,6.0,0.003160685022850646,99.99947158614368,,,False,False,True,corpus
昚,shèn,shen,S,,,General Reference,Top 3500+,Corpus/General Extension,10577.0,6.0,0.003160685022850646,99.99947190221219,,,False,False,True,corpus
榺,shèng,sheng,S,,,General Reference,Top 3500+,Corpus/General Extension,10578.0,6.0,0.003160685022850646,99.9994722182807,,,False,False,True,corpus
鰤,shī,shi,S,,,General Reference,Top 3500+,Corpus/General Extension,10579.0,6.0,0.003160685022850646,99.99947253434921,,,False,False,True,corpus
铈,shì,shi,S,cerium (chemistry),,General Reference,Top 3500+,Corpus/General Extension,10580.0,6.0,0.003160685022850646,99.99947285041772,,6174.0,False,True,True,"7000, corpus"
兙,兙,兙,兙,,,General Reference,Top 3500+,Corpus/General Extension,10581.0,6.0,0.003160685022850646,99.99947316648623,,,False,False,True,corpus
収,shōu,shou,S,,,General Reference,Top 3500+,Corpus/General Extension,10582.0,6.0,0.003160685022850646,99.99947348255473,,,False,False,True,corpus
鄃,shū,shu,S,,,General Reference,Top 3500+,Corpus/General Extension,10583.0,6.0,0.003160685022850646,99.99947379862324,,,False,False,True,corpus
綀,shū,shu,S,,,General Reference,Top 3500+,Corpus/General Extension,10584.0,6.0,0.003160685022850646,99.99947411469175,,,False,False,True,corpus
婌,shú,shu,S,,,General Reference,Top 3500+,Corpus/General Extension,10585.0,6.0,0.003160685022850646,99.99947443076026,,,False,False,True,corpus
礵,shuāng,shuang,S,arsenic,,General Reference,Top 3500+,Corpus/General Extension,10586.0,6.0,0.003160685022850646,99.99947474682877,,,False,False,True,corpus
駟,sì,si,S,,,General Reference,Top 3500+,Corpus/General Extension,10587.0,6.0,0.003160685022850646,99.99947506289728,,,False,False,True,corpus
螋,sōu,sou,S,used in 蠼螋[qu2 sou1],蠼螋 (qú sōu),General Reference,Top 3500+,Corpus/General Extension,10588.0,6.0,0.003160685022850646,99.99947537896578,,5273.0,False,True,True,"7000, corpus"
驌,sù,su,S,,,General Reference,Top 3500+,Corpus/General Extension,10589.0,6.0,0.003160685022850646,99.99947569503429,,,False,False,True,corpus
逤,suò,suo,S,,,General Reference,Top 3500+,Corpus/General Extension,10590.0,6.0,0.003160685022850646,99.9994760111028,,,False,False,True,corpus
闒,tà,ta,T,,,General Reference,Top 3500+,Corpus/General Extension,10591.0,6.0,0.003160685022850646,99.99947632717131,,,False,False,True,corpus
鞳,tà,ta,T,,,General Reference,Top 3500+,Corpus/General Extension,10592.0,6.0,0.003160685022850646,99.99947664323982,,,False,False,True,corpus
襨,duì,dui,D,,,General Reference,Top 3500+,Corpus/General Extension,10593.0,6.0,0.003160685022850646,99.99947695930832,,,False,False,True,corpus
怹,tān,tan,T,"he; she; (courteous, as opposed to 他[ta1])",,Actions,Top 3500+,Corpus/General Extension,10594.0,6.0,0.003160685022850646,99.99947727537683,,,False,False,True,corpus
啴,chǎn,chan,C,used in 嘽嘽|啴啴[chan3 chan3] and 嘽緩|啴缓[chan3 huan3],啴啴 (chǎn chǎn); 啴缓 (chǎn huǎn),General Reference,Top 3500+,Corpus/General Extension,10595.0,6.0,0.003160685022850646,99.99947759144534,,844.0,False,True,True,"7000, corpus"
赕,dǎn,dan,D,(old barbarian dialects) to pay a fine in atonement; river; Taiwan pr. [tan4],赕佛 (dǎn fú),Actions,Top 3500+,Corpus/General Extension,10596.0,6.0,0.003160685022850646,99.99947790751385,,,False,False,True,corpus
絛,tāo,tao,T,,,General Reference,Top 3500+,Corpus/General Extension,10597.0,6.0,0.003160685022850646,99.99947822358236,,,False,False,True,corpus
脦,de,de,D,,,General Reference,Top 3500+,Corpus/General Extension,10598.0,6.0,0.003160685022850646,99.99947853965087,,,False,False,True,corpus
闐,tián,tian,T,,,General Reference,Top 3500+,Corpus/General Extension,10599.0,6.0,0.003160685022850646,99.99947885571937,,,False,False,True,corpus
覜,tiào,tiao,T,have an audience,,General Reference,Top 3500+,Corpus/General Extension,10600.0,6.0,0.003160685022850646,99.99947917178788,,,False,False,True,corpus
呫,tiè,tie,T,used in 呫嚅[che4 ru2],呫吨 (tiè dūn); 呫呫 (tiè tiè); 呫哔 (tiè bì),General Reference,Top 3500+,Corpus/General Extension,10601.0,6.0,0.003160685022850646,99.99947948785639,,,False,False,True,corpus
嵉,tíng,ting,T,,,General Reference,Top 3500+,Corpus/General Extension,10602.0,6.0,0.003160685022850646,99.9994798039249,,,False,False,True,corpus
穜,zhǒng,zhong,Z,early-planted late-ripening grain,,General Reference,Top 3500+,Corpus/General Extension,10603.0,6.0,0.003160685022850646,99.99948011999341,,,False,False,True,corpus
糰,tuán,tuan,T,,,General Reference,Top 3500+,Corpus/General Extension,10604.0,6.0,0.003160685022850646,99.99948043606192,,,False,False,True,corpus
頽,tuí,tui,T,,,General Reference,Top 3500+,Corpus/General Extension,10605.0,6.0,0.003160685022850646,99.99948075213042,,,False,False,True,corpus
襪,wà,wa,W,,,General Reference,Top 3500+,Corpus/General Extension,10606.0,6.0,0.003160685022850646,99.99948106819893,,,False,False,True,corpus
芛,wěi,wei,W,,,General Reference,Top 3500+,Corpus/General Extension,10607.0,6.0,0.003160685022850646,99.99948138426744,,,False,False,True,corpus
骫,wěi,wei,W,be bent; crooked (of bones),,Numbers & Measures,Top 3500+,Corpus/General Extension,10608.0,6.0,0.003160685022850646,99.99948170033595,,,False,False,True,corpus
唩,wō,wo,W,,,General Reference,Top 3500+,Corpus/General Extension,10609.0,6.0,0.003160685022850646,99.99948201640446,,,False,False,True,corpus
撾,wō,wo,W,,,General Reference,Top 3500+,Corpus/General Extension,10610.0,6.0,0.003160685022850646,99.99948233247297,,,False,False,True,corpus
禑,wú,wu,W,,,General Reference,Top 3500+,Corpus/General Extension,10611.0,6.0,0.003160685022850646,99.99948264854147,,,False,False,True,corpus
鷡,wú,wu,W,,,General Reference,Top 3500+,Corpus/General Extension,10612.0,6.0,0.003160685022850646,99.99948296460998,,,False,False,True,corpus
肸,xī,xi,X,used in 肸肸[xi1 xi1]; used in 肸蠁|肸蚃[xi1 xiang3]; Taiwan pr. [xi4],肸肸 (xī xī); 肸蚃 (xī xiǎng),General Reference,Top 3500+,Corpus/General Extension,10613.0,6.0,0.003160685022850646,99.99948328067849,,,False,False,True,corpus
唽,xī,xi,X,,,General Reference,Top 3500+,Corpus/General Extension,10614.0,6.0,0.003160685022850646,99.999483596747,,,False,False,True,corpus
犠,xī,xi,X,,,General Reference,Top 3500+,Corpus/General Extension,10615.0,6.0,0.003160685022850646,99.9994839128155,,,False,False,True,corpus
酅,xī,xi,X,place name,,Places & Movement,Top 3500+,Corpus/General Extension,10616.0,6.0,0.003160685022850646,99.99948422888401,,,False,False,True,corpus
矖,xǐ,xi,X,,,General Reference,Top 3500+,Corpus/General Extension,10617.0,6.0,0.003160685022850646,99.99948454495252,,,False,False,True,corpus
孅,qiān,qian,Q,cunning; slender,,General Reference,Top 3500+,Corpus/General Extension,10618.0,6.0,0.003160685022850646,99.99948486102103,,,False,False,True,corpus
硍,xiàn,xian,X,rumbling of rolling stones,,Numbers & Measures,Top 3500+,Corpus/General Extension,10619.0,6.0,0.003160685022850646,99.99948517708954,,,False,False,True,corpus
嚮,xiàng,xiang,X,,,General Reference,Top 3500+,Corpus/General Extension,10620.0,6.0,0.003160685022850646,99.99948549315805,,,False,False,True,corpus
屟,xiè,xie,X,,,General Reference,Top 3500+,Corpus/General Extension,10621.0,6.0,0.003160685022850646,99.99948580922656,,,False,False,True,corpus
僁,xiè,xie,X,,,General Reference,Top 3500+,Corpus/General Extension,10622.0,6.0,0.003160685022850646,99.99948612529506,,,False,False,True,corpus
褻,xiè,xie,X,,,General Reference,Top 3500+,Corpus/General Extension,10623.0,6.0,0.003160685022850646,99.99948644136357,,,False,False,True,corpus
邤,xīn,xin,X,,,General Reference,Top 3500+,Corpus/General Extension,10624.0,6.0,0.003160685022850646,99.99948675743208,,,False,False,True,corpus
舋,xìn,xin,X,quarrel; dispute; a blood sacrifice (arch.),,General Reference,Top 3500+,Corpus/General Extension,10625.0,6.0,0.003160685022850646,99.99948707350059,,,False,False,True,corpus
狌,shēng,sheng,S,,,General Reference,Top 3500+,Corpus/General Extension,10626.0,6.0,0.003160685022850646,99.9994873895691,,,False,False,True,corpus
煋,xīng,xing,X,(literary) (of a fire) fierce; intense; blazing; (literary) to radiate light in all directions,,Actions,Top 3500+,Corpus/General Extension,10627.0,6.0,0.003160685022850646,99.9994877056376,,,False,False,True,corpus
堐,yá,ya,Y,(used in place names); Taiwan pr. [ai2],,Places & Movement,Top 3500+,Corpus/General Extension,10628.0,6.0,0.003160685022850646,99.99948802170611,,,False,False,True,corpus
篶,yān,yan,Y,black bamboo,,General Reference,Top 3500+,Corpus/General Extension,10629.0,6.0,0.003160685022850646,99.99948833777462,,,False,False,True,corpus
塩,yán,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,10630.0,6.0,0.003160685022850646,99.99948865384313,,,False,False,True,corpus
巌,yán,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,10631.0,6.0,0.003160685022850646,99.99948896991164,,,False,False,True,corpus
揜,yǎn,yan,Y,cover up; to surprise,,Actions,Top 3500+,Corpus/General Extension,10632.0,6.0,0.003160685022850646,99.99948928598015,,,False,False,True,corpus
檿,yǎn,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,10633.0,6.0,0.003160685022850646,99.99948960204866,,,False,False,True,corpus
眏,yāng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,10634.0,6.0,0.003160685022850646,99.99948991811716,,,False,False,True,corpus
昜,yáng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,10635.0,6.0,0.003160685022850646,99.99949023418567,,,False,False,True,corpus
敭,yáng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,10636.0,6.0,0.003160685022850646,99.99949055025418,,,False,False,True,corpus
鍚,yáng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,10637.0,6.0,0.003160685022850646,99.99949086632269,,,False,False,True,corpus
楧,yǎng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,10638.0,6.0,0.003160685022850646,99.9994911823912,,,False,False,True,corpus
窰,yáo,yao,Y,,,General Reference,Top 3500+,Corpus/General Extension,10639.0,6.0,0.003160685022850646,99.9994914984597,,,False,False,True,corpus
騕,yǎo,yao,Y,name of a fabulous horse,,General Reference,Top 3500+,Corpus/General Extension,10640.0,6.0,0.003160685022850646,99.99949181452821,,,False,False,True,corpus
枼,yè,ye,Y,,,General Reference,Top 3500+,Corpus/General Extension,10641.0,6.0,0.003160685022850646,99.99949213059672,,,False,False,True,corpus
馌,yè,ye,Y,to carry food to laborers in the field,,Actions,Top 3500+,Corpus/General Extension,10642.0,6.0,0.003160685022850646,99.99949244666523,,6643.0,False,True,True,"7000, corpus"
鹥,yī,yi,Y,"wigeon (Anas penelope, a Eurasian duck); seagull (arch.)",,General Reference,Top 3500+,Corpus/General Extension,10643.0,6.0,0.003160685022850646,99.99949276273374,,,False,False,True,corpus
扅,yí,yi,Y,,,General Reference,Top 3500+,Corpus/General Extension,10644.0,6.0,0.003160685022850646,99.99949307880225,,1983.0,False,True,True,"7000, corpus"
頤,yí,yi,Y,,,General Reference,Top 3500+,Corpus/General Extension,10645.0,6.0,0.003160685022850646,99.99949339487075,,,False,False,True,corpus
衵,yì,yi,Y,women's undergarments,,General Reference,Top 3500+,Corpus/General Extension,10646.0,6.0,0.003160685022850646,99.99949371093926,,,False,False,True,corpus
軼,yì,yi,Y,,,General Reference,Top 3500+,Corpus/General Extension,10647.0,6.0,0.003160685022850646,99.99949402700777,,,False,False,True,corpus
慭,yìn,yin,Y,(literary) to wish; to prefer to; (literary) to incur damage or loss,,Actions,Top 3500+,Corpus/General Extension,10648.0,6.0,0.003160685022850646,99.99949434307628,,1927.0,False,True,True,"7000, corpus"
覮,yíng,ying,Y,,,General Reference,Top 3500+,Corpus/General Extension,10649.0,6.0,0.003160685022850646,99.99949465914479,,,False,False,True,corpus
灐,yíng,ying,Y,,,General Reference,Top 3500+,Corpus/General Extension,10650.0,6.0,0.003160685022850646,99.9994949752133,,,False,False,True,corpus
楡,yú,yu,Y,,,General Reference,Top 3500+,Corpus/General Extension,10651.0,6.0,0.003160685022850646,99.9994952912818,,,False,False,True,corpus
嶼,yǔ,yu,Y,,,General Reference,Top 3500+,Corpus/General Extension,10652.0,6.0,0.003160685022850646,99.99949560735031,,,False,False,True,corpus
瘉,yù,yu,Y,to heal,,Actions,Top 3500+,Corpus/General Extension,10653.0,6.0,0.003160685022850646,99.99949592341882,,,False,False,True,corpus
隩,ào,ao,A,bay; cove,,General Reference,Top 3500+,Corpus/General Extension,10654.0,6.0,0.003160685022850646,99.99949623948733,,,False,False,True,corpus
鴥,yù,yu,Y,(of a bird) to fly swiftly; to swoop,,Actions,Top 3500+,Corpus/General Extension,10655.0,6.0,0.003160685022850646,99.99949655555584,,,False,False,True,corpus
鐭,yù,yu,Y,,,General Reference,Top 3500+,Corpus/General Extension,10656.0,6.0,0.003160685022850646,99.99949687162434,,,False,False,True,corpus
伝,yún,yun,Y,,,General Reference,Top 3500+,Corpus/General Extension,10657.0,6.0,0.003160685022850646,99.99949718769285,,,False,False,True,corpus
褞,yǔn,yun,Y,,,General Reference,Top 3500+,Corpus/General Extension,10658.0,6.0,0.003160685022850646,99.99949750376136,,,False,False,True,corpus
腪,yùn,yun,Y,,,General Reference,Top 3500+,Corpus/General Extension,10659.0,6.0,0.003160685022850646,99.99949781982987,,,False,False,True,corpus
醩,zāo,zao,Z,,,General Reference,Top 3500+,Corpus/General Extension,10660.0,6.0,0.003160685022850646,99.99949813589838,,,False,False,True,corpus
鑿,záo,zao,Z,,,General Reference,Top 3500+,Corpus/General Extension,10661.0,6.0,0.003160685022850646,99.99949845196689,,,False,False,True,corpus
柤,zhā,zha,Z,(hawthorn); Chaenomeles japonica,,General Reference,Top 3500+,Corpus/General Extension,10662.0,6.0,0.003160685022850646,99.9994987680354,,,False,False,True,corpus
搾,zhà,zha,Z,,,General Reference,Top 3500+,Corpus/General Extension,10663.0,6.0,0.003160685022850646,99.9994990841039,,,False,False,True,corpus
饘,zhān,zhan,Z,,,General Reference,Top 3500+,Corpus/General Extension,10664.0,6.0,0.003160685022850646,99.99949940017241,,,False,False,True,corpus
盄,zhāo,zhao,Z,,,General Reference,Top 3500+,Corpus/General Extension,10665.0,6.0,0.003160685022850646,99.99949971624092,,,False,False,True,corpus
詔,zhào,zhao,Z,,,General Reference,Top 3500+,Corpus/General Extension,10666.0,6.0,0.003160685022850646,99.99950003230943,,,False,False,True,corpus
櫂,zhào,zhao,Z,,,General Reference,Top 3500+,Corpus/General Extension,10667.0,6.0,0.003160685022850646,99.99950034837794,,,False,False,True,corpus
葴,zhēn,zhen,Z,Physalis alkekengi,,General Reference,Top 3500+,Corpus/General Extension,10668.0,6.0,0.003160685022850646,99.99950066444644,,,False,False,True,corpus
掟,zhěng,zheng,Z,(HK dialect) to throw; to toss,,Actions,Top 3500+,Corpus/General Extension,10669.0,6.0,0.003160685022850646,99.99950098051495,,,False,False,True,corpus
禃,zhí,zhi,Z,,,General Reference,Top 3500+,Corpus/General Extension,10670.0,6.0,0.003160685022850646,99.99950129658346,,,False,False,True,corpus
躑,zhí,zhi,Z,,,General Reference,Top 3500+,Corpus/General Extension,10671.0,6.0,0.003160685022850646,99.99950161265197,,,False,False,True,corpus
疐,zhì,zhi,Z,prostrate,,General Reference,Top 3500+,Corpus/General Extension,10672.0,6.0,0.003160685022850646,99.99950192872048,,,False,False,True,corpus
泈,zhōng,zhong,Z,,,General Reference,Top 3500+,Corpus/General Extension,10673.0,6.0,0.003160685022850646,99.99950224478899,,,False,False,True,corpus
诪,zhōu,zhou,Z,(literary) to curse; to deceive; to lie,,Actions,Top 3500+,Corpus/General Extension,10674.0,6.0,0.003160685022850646,99.9995025608575,,,False,False,True,corpus
紵,zhù,zhu,Z,,,General Reference,Top 3500+,Corpus/General Extension,10675.0,6.0,0.003160685022850646,99.999502876926,,,False,False,True,corpus
晫,zhuó,zhuo,Z,(literary) splendorous,,Actions,Top 3500+,Corpus/General Extension,10676.0,6.0,0.003160685022850646,99.99950319299451,,,False,False,True,corpus
胔,zì,zi,Z,rotten meat; bones of dead animal,,Actions,Top 3500+,Corpus/General Extension,10677.0,6.0,0.003160685022850646,99.99950350906302,,,False,False,True,corpus
総,zǒng,zong,Z,,,General Reference,Top 3500+,Corpus/General Extension,10678.0,6.0,0.003160685022850646,99.99950382513153,,,False,False,True,corpus
諏,zōu,zou,Z,,,General Reference,Top 3500+,Corpus/General Extension,10679.0,6.0,0.003160685022850646,99.99950414120003,,,False,False,True,corpus
捘,zùn,zun,Z,push,,General Reference,Top 3500+,Corpus/General Extension,10680.0,6.0,0.003160685022850646,99.99950445726854,,,False,False,True,corpus
莋,zuó,zuo,Z,,,General Reference,Top 3500+,Corpus/General Extension,10681.0,6.0,0.003160685022850646,99.99950477333705,,,False,False,True,corpus
岞,zuò,zuo,Z,(used in place names),,Places & Movement,Top 3500+,Corpus/General Extension,10682.0,6.0,0.003160685022850646,99.99950508940556,,,False,False,True,corpus
咗,zuo,zuo,Z,Cantonese particle equivalent to 了[le5] or 過|过[guo4],,Question & Function,Top 3500+,Corpus/General Extension,10683.0,6.0,0.003160685022850646,99.99950540547407,,,False,False,True,corpus
啀,ái,ai,A,to growl (of dog); to bare fangs,,Actions,Top 3500+,Corpus/General Extension,10684.0,5.0,0.002633904185708872,99.99950566886449,,,False,False,True,corpus
